Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134238,717,,1312,759.71,20.4753091,0.02695148
20221221_134238,752,,1313,759.85,20.28950816,0.026701991
20221221_134238,793,,1314,760.07,19.93639127,0.026229678
20221221_134238,780,,1315,759.83,20.17752275,0.026555312
20221221_134239,785,,1316,759.33,19.96565485,0.026293779
20221221_134239,776,,1317,759,19.89314891,0.026209682
20221221_134239,786,,1318,758.49,19.87358787,0.026201516
20221221_134239,745,,1319,757.93,20.16209816,0.026601531
20221221_134239,765,,1320,757.63,19.96241671,0.026348504
20221221_134239,789,,1321,757.51,20.07485738,0.026501112
20221221_134239,746,,1322,757.46,20.0622365,0.026486199
20221221_134239,736,,1323,756.97,19.8816981,0.026264843
20221221_134239,750,,1324,757.12,19.85466385,0.026223933
20221221_134239,765,,1325,757.18,19.79918374,0.026148583
20221221_134239,765,,1326,757.03,19.91063621,0.026300987
20221221_134239,777,,1327,756.67,20.0897255,0.026550181
20221221_134239,769,,1328,756.52,20.0828989,0.026546422
20221221_134239,791,,1329,756.24,19.98945176,0.026432682
20221221_134239,797,,1330,755.9,20.05925565,0.026536917
20221221_134239,809,,1331,755.65,19.77110176,0.026164364
20221221_134239,761,,1332,755.05,19.41069943,0.025707833
20221221_134240,782,,1333,754.45,18.63816818,0.024704312
20221221_134240,767,,1334,753.99,19.03823638,0.025249985
20221221_134240,756,,1335,753.23,19.42187406,0.025784786
20221221_134240,776,,1336,752.91,19.45629394,0.02584146
20221221_134240,746,,1337,752.9,19.45494666,0.025840014
20221221_134240,799,,1338,752.36,19.55645544,0.025993481
20221221_134240,732,,1339,752.4,19.54740418,0.025980069
20221221_134240,758,,1340,752.06,19.01717459,0.025286778
20221221_134240,785,,1341,752.72,19.45420938,0.025845214
20221221_134240,779,,1342,752.89,19.57471829,0.02599944
20221221_134240,768,,1343,752.8,19.44585853,0.025831374
20221221_134240,756,,1344,752.78,19.41965057,0.025797246
20221221_134240,768,,1345,752.6,19.36048251,0.025724797
20221221_134240,775,,1346,752.9,19.6440548,0.026091187
20221221_134240,762,,1347,752.8,19.59179379,0.026025231
20221221_134240,777,,1348,752.43,19.51754197,0.025939346
20221221_134240,771,,1349,752.04,19.71305264,0.026212771
20221221_134240,750,,1350,751.24,20.30431113,0.027027729
20221221_134241,756,,1351,751.24,20.30431113,0.027027729
20221221_134241,726,,1352,751.03,20.42550149,0.027196652
20221221_134241,737,,1353,750.79,20.50735025,0.027314363
20221221_134241,761,,1354,750.98,20.36285983,0.027115049
20221221_134241,757,,1355,750.96,20.37770618,0.027135541
20221221_134241,740,,1356,750.57,20.55603576,0.027387233
20221221_134241,753,,1357,750.36,20.59691062,0.027449372
20221221_134241,774,,1358,750.37,20.59207212,0.027442558
20221221_134241,762,,1359,749.97,20.9262558,0.027902791
20221221_134241,758,,1360,749.81,20.80146411,0.027742314
20221221_134241,744,,1361,749.58,20.79247144,0.027738829
20221221_134241,776,,1362,749.83,21.04351192,0.028064377
20221221_134241,734,,1363,750.18,21.23575221,0.028307542
20221221_134241,735,,1364,750.12,21.1704387,0.028222736
20221221_134241,777,,1365,750.27,21.10811754,0.028134028
20221221_134241,735,,1366,750.39,21.0544724,0.02805804
20221221_134241,719,,1367,749.98,20.92988777,0.027907261
20221221_134241,712,,1368,749.88,21.02585229,0.028038956
20221221_134242,736,,1369,750.4,20.89705407,0.027847887
20221221_134242,773,,1370,751.02,20.66470176,0.027515515
20221221_134242,752,,1371,751.5,20.86875776,0.027769471
20221221_134242,760,,1372,751.45,20.82266393,0.027709979
20221221_134242,763,,1373,751.4,20.82733247,0.027718036
20221221_134242,769,,1374,751.25,20.8187828,0.02771219
20221221_134242,748,,1375,751.3,20.85326319,0.02775624
20221221_134242,744,,1376,751.24,20.81040921,0.027701413
20221221_134242,767,,1377,751.4,20.84672297,0.027743842
20221221_134242,765,,1378,751.63,20.89108601,0.027794375
20221221_134242,742,,1379,751.38,20.85485192,0.027755399
20221221_134242,739,,1380,751.18,20.81878522,0.027714776
20221221_134242,765,,1381,751.24,20.80069929,0.027688487
20221221_134242,746,,1382,751.13,20.89495372,0.027818026
20221221_134242,746,,1383,750.73,21.0093077,0.027985171
20221221_134242,741,,1384,750.45,21.25809412,0.028327129
20221221_134242,767,,1385,750.13,21.56439967,0.02874755
20221221_134242,757,,1386,749.94,21.72873162,0.02897396
20221221_134243,735,,1387,749.51,21.81302317,0.029103045
20221221_134243,770,,1388,749.28,21.85446814,0.029167291
20221221_134243,779,,1389,749.26,21.868579,0.029186903
20221221_134243,766,,1390,749.03,21.76896828,0.029062879
20221221_134243,753,,1391,748.93,21.65256184,0.028911329
20221221_134243,776,,1392,748.9,21.63073944,0.028883348
20221221_134243,794,,1393,748.93,21.63856219,0.028892636
20221221_134243,781,,1394,748.49,21.52963426,0.028764091
20221221_134243,773,,1395,748.17,21.07948162,0.028174722
20221221_134243,802,,1396,747.62,20.93123904,0.027997163
20221221_134243,790,,1397,747.22,20.82324847,0.027867627
20221221_134243,763,,1398,746.77,20.10118595,0.026917506
20221221_134243,775,,1399,746.25,19.63884781,0.026316714
20221221_134243,769,,1400,746.16,19.58185101,0.026243501
20221221_134243,750,,1401,745.59,19.56346574,0.026238906
20221221_134243,723,,1402,745.2,19.48063011,0.026141479
20221221_134243,758,,1403,745.12,19.47714537,0.026139609
20221221_134244,766,,1404,745.63,19.55962395,0.026232346
20221221_134244,747,,1405,745.96,20.042843,0.026868522
20221221_134244,734,,1406,745.92,20.00640302,0.026821111
20221221_134244,748,,1407,745.89,20.00701645,0.026823012
20221221_134244,736,,1408,746.17,20.03484591,0.026850243
20221221_134244,728,,1409,746.66,20.66921783,0.027682235
20221221_134244,732,,1410,746.96,20.73055618,0.027753235
20221221_134244,740,,1411,747.48,20.90163591,0.027962803
20221221_134244,739,,1412,747.35,21.03886495,0.028151288
20221221_134244,728,,1413,747.77,21.30815512,0.0284956
20221221_134244,743,,1414,748.05,21.37560915,0.028575107
20221221_134244,747,,1415,748.13,21.31469593,0.028490631
20221221_134244,734,,1416,748.31,21.34691566,0.028526835
20221221_134244,720,,1417,748.26,21.35586878,0.028540706
20221221_134244,756,,1418,748.44,21.31027163,0.028472919
20221221_134244,733,,1419,748.53,21.20770538,0.028332472
20221221_134244,760,,1420,748.46,21.1943484,0.028317276
20221221_134244,740,,1421,748.45,21.20195103,0.028327812
20221221_134245,761,,1422,748.05,21.35859064,0.028552357
20221221_134245,742,,1423,748.08,21.34927435,0.028538758
20221221_134245,735,,1424,747.88,21.32067806,0.028508154
20221221_134245,729,,1425,747.42,21.93617003,0.029349188
20221221_134245,750,,1426,747.33,22.00599321,0.029446153
20221221_134245,749,,1427,747.05,22.41589218,0.030005879
20221221_134245,735,,1428,746.71,22.62754869,0.030302994
20221221_134245,766,,1429,746.35,22.87576239,0.030650181
20221221_134245,737,,1430,746.61,22.89320617,0.030662871
20221221_134245,749,,1431,746.42,22.80934595,0.030558326
20221221_134245,715,,1432,746.72,22.88137172,0.030642506
20221221_134245,706,,1433,746.97,23.04254081,0.030848014
20221221_134245,735,,1434,747.4,22.84024447,0.030559599
20221221_134245,755,,1435,747.74,22.46776366,0.030047562
20221221_134245,722,,1436,747.77,22.45257853,0.030026049
20221221_134245,750,,1437,747.58,22.47116222,0.030058539
20221221_134245,765,,1438,747.7,22.36497081,0.02991169
20221221_134245,798,,1439,747.58,22.38468993,0.029942869
20221221_134246,775,,1440,747.18,22.42760745,0.030016338
20221221_134246,776,,1441,746.42,21.97113809,0.029435356
20221221_134246,777,,1442,745.81,22.01638279,0.029520096
20221221_134246,750,,1443,745.29,21.90996038,0.029397899
20221221_134246,786,,1444,745.07,21.69776556,0.029121781
20221221_134246,758,,1445,744.66,21.98907902,0.029529019
20221221_134246,738,,1446,744.38,21.632738,0.029061418
20221221_134246,723,,1447,744.26,21.5896627,0.029008227
20221221_134246,697,,1448,744.01,21.80653919,0.029309471
20221221_134246,771,,1449,744.21,21.70336984,0.029162965
20221221_134246,729,,1450,744.44,21.3164327,0.028634185
20221221_134246,732,,1451,743.96,21.25265046,0.028566926
20221221_134246,745,,1452,743.79,21.44068397,0.02882626
20221221_134246,735,,1453,743.67,21.54068502,0.028965381
20221221_134246,722,,1454,743.54,21.57178292,0.02901227
20221221_134246,736,,1455,743.62,21.55461937,0.028986067
20221221_134246,741,,1456,743.85,21.4440192,0.028828419
20221221_134246,713,,1457,743.83,21.45234559,0.028840388
20221221_134247,758,,1458,743.64,21.56152578,0.028994575
20221221_134247,739,,1459,743.95,21.33824517,0.028682365
20221221_134247,783,,1460,743.81,21.29100678,0.028624255
20221221_134247,779,,1461,743.58,21.46699604,0.028869787
20221221_134247,770,,1462,743.04,21.14209741,0.028453512
20221221_134247,749,,1463,742.58,20.85020166,0.028078054
20221221_134247,747,,1464,742.47,20.73276575,0.027924045
20221221_134247,736,,1465,742.38,20.72366529,0.027915172
20221221_134247,725,,1466,742.09,20.86081581,0.028110897
20221221_134247,771,,1467,742.1,20.85810648,0.028106868
20221221_134247,774,,1468,741.93,21.06711497,0.028395017
20221221_134247,784,,1469,741.34,21.07093359,0.028422766
20221221_134247,768,,1470,740.94,20.8228798,0.028103328
20221221_134247,747,,1471,740.52,20.36409992,0.02749973
20221221_134247,745,,1472,740.07,20.24758621,0.027359015
20221221_134247,768,,1473,739.99,20.23572948,0.02734595
20221221_134247,763,,1474,740.21,20.40959123,0.027572704
20221221_134248,764,,1475,740.06,20.25784298,0.027373244
20221221_134248,767,,1476,739.61,20.24291621,0.027369717
20221221_134248,742,,1477,739.51,20.14567904,0.027241929
20221221_134248,745,,1478,739.08,20.01145127,0.027076164
20221221_134248,748,,1479,739.24,20.09880644,0.027188473
20221221_134248,728,,1480,739.14,20.09473523,0.027186643
20221221_134248,725,,1481,738.88,20.14707538,0.027267047
20221221_134248,718,,1482,738.92,20.12921893,0.027241405
20221221_134248,714,,1483,739.25,20.16917089,0.027283288
20221221_134248,722,,1484,739.44,20.05614342,0.027123422
20221221_134248,724,,1485,739.78,19.90816289,0.026910923
20221221_134248,734,,1486,740.05,19.84758846,0.026819253
20221221_134248,733,,1487,740.38,19.85237436,0.026813764
20221221_134248,747,,1488,740.6,19.90279408,0.026873878
20221221_134248,769,,1489,740.83,19.94692706,0.026925107
20221221_134248,763,,1490,740.98,20.04992758,0.027058662
20221221_134248,756,,1491,740.71,19.84958336,0.02679805
20221221_134248,732,,1492,740.81,19.98772098,0.026980901
20221221_134249,762,,1493,741.14,20.50672223,0.027669161
20221221_134249,726,,1494,741.34,20.51420794,0.027671794
20221221_134249,733,,1495,741.19,20.41622201,0.027545194
20221221_134249,757,,1496,741.45,20.3863566,0.027495255
20221221_134249,738,,1497,741.5,20.37154879,0.027473431
20221221_134249,754,,1498,741.35,20.31140149,0.027397857
20221221_134249,718,,1499,741.19,20.40087887,0.027524493
20221221_134249,730,,1500,740.87,20.44882995,0.027601104
20221221_134249,742,,1501,740.99,20.34822852,0.027460868
20221221_134249,774,,1502,741.23,20.35882902,0.027466278
20221221_134249,791,,1503,741.18,20.36305825,0.027473837
20221221_134249,762,,1504,740.78,20.10305771,0.02713769
20221221_134249,744,,1505,740.15,19.491192,0.026334111
20221221_134249,762,,1506,739.89,19.36981667,0.026179319
20221221_134249,797,,1507,739.95,19.39195657,0.026207117
20221221_134249,766,,1508,739.58,19.31983855,0.026122716
20221221_134249,780,,1509,738.91,18.45064123,0.024970079
20221221_134249,719,,1510,738.88,18.40853996,0.024914113
20221221_134250,782,,1511,738.64,18.01936108,0.024395323
20221221_134250,767,,1512,739,17.9825954,0.024333688
20221221_134250,736,,1513,738.68,17.48758867,0.023674106
20221221_134250,761,,1514,738.4,17.25214084,0.023364221
20221221_134250,742,,1515,738.53,17.2828256,0.023401657
20221221_134250,752,,1516,738.3,17.13316826,0.023206242
20221221_134250,729,,1517,738.53,17.33651195,0.02347435
20221221_134250,749,,1518,738.2,17.39151076,0.023559348
20221221_134250,732,,1519,738.37,17.38375824,0.023543424
20221221_134250,720,,1520,738.27,17.35072263,0.023501866
20221221_134250,743,,1521,738.4,17.35197133,0.023499419
20221221_134250,741,,1522,738.81,17.39714071,0.023547517
20221221_134250,696,,1523,738.96,17.49800566,0.023679233
20221221_134250,726,,1524,738.88,17.50687022,0.023693794
20221221_134250,701,,1525,739.47,17.03499369,0.023036761
20221221_134250,716,,1526,739.79,17.07990431,0.023087504
20221221_134250,713,,1527,740.21,16.62679777,0.022462271
20221221_134250,761,,1528,740.67,16.58650723,0.022393923
20221221_134251,747,,1529,740.83,16.39293701,0.022127799
20221221_134251,767,,1530,740.64,16.26641828,0.021962652
20221221_134251,774,,1531,740.77,16.36938199,0.022097793
20221221_134251,758,,1532,740.65,16.21844255,0.02189758
20221221_134251,740,,1533,740.44,15.91538231,0.021494493
20221221_134251,738,,1534,740.08,15.92132171,0.021512974
20221221_134251,736,,1535,740.22,15.98204801,0.021590943
20221221_134251,734,,1536,740.16,16.00171708,0.021619268
20221221_134251,738,,1537,740.32,16.03964785,0.021665831
20221221_134251,725,,1538,740.28,16.06054202,0.021695226
20221221_134251,722,,1539,740.57,16.27928907,0.021982107
20221221_134251,714,,1540,740.82,16.22965237,0.021907687
20221221_134251,724,,1541,740.89,16.16261742,0.021815138
20221221_134251,755,,1542,741.14,15.93422085,0.02149961
20221221_134251,709,,1543,741.02,16.10883439,0.021738731
20221221_134251,758,,1544,740.77,16.08365442,0.021712076
20221221_134251,746,,1545,741.18,15.78541713,0.021297684
20221221_134251,713,,1546,741.12,15.73215198,0.021227537
20221221_134252,743,,1547,741.01,15.73614189,0.021236072
20221221_134252,720,,1548,741.41,15.52391118,0.020938362
20221221_134252,723,,1549,741.17,15.68377853,0.021160838
20221221_134252,712,,1550,741.22,15.62346073,0.021078035
20221221_134252,720,,1551,741.21,15.63555583,0.021094637
20221221_134252,732,,1552,741.24,15.58172978,0.021021167
20221221_134252,743,,1553,741.24,15.58172978,0.021021167
20221221_134252,745,,1554,741.24,15.58172978,0.021021167
20221221_134252,734,,1555,741.1,15.6285804,0.021088356
20221221_134252,722,,1556,740.94,15.67009634,0.021148941
20221221_134252,744,,1557,740.94,15.67009634,0.021148941
20221221_134252,744,,1558,740.81,15.88131168,0.021437766
20221221_134252,716,,1559,740.46,16.19291527,0.021868724
20221221_134252,729,,1560,740.17,16.38739045,0.022140036
20221221_134252,733,,1561,740.2,16.34538825,0.022082394
20221221_134252,759,,1562,740.09,16.4581471,0.022238035
20221221_134252,740,,1563,739.91,16.63396489,0.022481065
20221221_134253,718,,1564,739.23,17.22510207,0.023301411
20221221_134253,737,,1565,738.89,17.54238446,0.023741537
20221221_134253,708,,1566,739.07,17.41777508,0.023567152
20221221_134253,712,,1567,738.9,17.52083896,0.023712057
20221221_134253,734,,1568,739.01,17.35866156,0.023489075
20221221_134253,742,,1569,739.15,17.19429962,0.02326226
20221221_134253,723,,1570,738.89,17.46736929,0.023640013
20221221_134253,739,,1571,738.45,17.93612404,0.024288881
20221221_134253,767,,1572,738.51,17.8939045,0.024229739
20221221_134253,753,,1573,738.28,18.03480361,0.024428135
20221221_134253,718,,1574,737.73,17.98869173,0.024383842
20221221_134253,754,,1575,737.29,18.14882081,0.02461558
20221221_134253,724,,1576,737.16,18.3340055,0.024871134
20221221_134253,758,,1577,736.76,18.39912163,0.024973019
20221221_134253,735,,1578,736.67,18.48398433,0.025091268
20221221_134253,722,,1579,736.39,18.3693283,0.024945108
20221221_134253,732,,1580,736.11,18.60264725,0.025271559
20221221_134253,758,,1581,736.3,18.55404337,0.025199027
20221221_134254,737,,1582,736.43,18.56914732,0.025215088
20221221_134254,748,,1583,736.17,18.44569151,0.025056293
20221221_134254,749,,1584,736.28,18.48345151,0.025103835
20221221_134254,757,,1585,736.05,18.47924033,0.025105958
20221221_134254,756,,1586,735.8,18.47138109,0.025103807
20221221_134254,756,,1587,735.44,18.40472052,0.025025455
20221221_134254,762,,1588,735.2,18.29003151,0.024877627
20221221_134254,742,,1589,734.85,18.22273804,0.024797902
20221221_134254,773,,1590,734.52,18.02382262,0.024538233
20221221_134254,789,,1591,734.53,18.02829146,0.024543982
20221221_134254,752,,1592,734.18,17.60875586,0.023984249
20221221_134254,747,,1593,733.42,16.84221488,0.022963943
20221221_134254,752,,1594,732.95,16.97376169,0.023158144
20221221_134254,738,,1595,732.57,17.08106341,0.02331663
20221221_134254,742,,1596,732.32,16.97644238,0.023181727
20221221_134254,722,,1597,732.35,16.98922713,0.023198235
20221221_134254,722,,1598,732.34,16.98378311,0.023191118
20221221_134254,730,,1599,732.61,17.0322896,0.023248781
20221221_134255,754,,1600,732.67,17.00508243,0.023209743
20221221_134255,737,,1601,732.85,17.07167008,0.023294904
20221221_134255,734,,1602,732.65,16.93801832,0.02311884
20221221_134255,728,,1603,732.41,17.04545024,0.023273099
20221221_134255,736,,1604,732.48,17.06640625,0.023299484
20221221_134255,750,,1605,732.4,17.1063223,0.02335653
20221221_134255,725,,1606,732.27,17.12807076,0.023390376
20221221_134255,730,,1607,732.22,17.08302956,0.02333046
20221221_134255,763,,1608,732.29,17.06748045,0.023306996
20221221_134255,756,,1609,732.4,17.08800749,0.023331523
20221221_134255,755,,1610,732.15,16.81652326,0.022968686
20221221_134255,750,,1611,731.82,16.66689697,0.022774585
20221221_134255,739,,1612,731.8,16.63997863,0.022738424
20221221_134255,749,,1613,731.51,16.57215323,0.022654719
20221221_134255,738,,1614,731.45,16.55561487,0.022633967
20221221_134255,765,,1615,731.21,16.4723797,0.022527563
20221221_134255,719,,1616,730.91,16.61999222,0.022738767
20221221_134255,746,,1617,730.42,16.32447503,0.022349436
20221221_134256,739,,1618,730.5,16.28750528,0.02229638
20221221_134256,745,,1619,730.51,16.29742187,0.022309649
20221221_134256,761,,1620,730.71,16.52380896,0.022613361
20221221_134256,758,,1621,730.79,16.61281907,0.022732685
